user_id,screen_name,username,verified,description,location,geo_enabled,time_zone,following,followers,totaltweets,tweetcreatedts,tweet_url,tweet_id,text,retweetcount,retweet_status,favorite_count,hashtags,mentions,urls,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_str,in_reply_to_screen_name,listed_count,utc_offset,lang,contributers_enabled,is_translator,profile_bg_img_url,profile_bg_img_url_https,profile_img_url,profile_img_url_https,default_profile,default_profile_img
87681656,Bruce,bruceT73,False,I read a lot... history and politics mostly. Contrarian. Abolish the letter X,New Hampshire,False,,246,345,32152,2021-03-09 23:22:00,https://twitter.com/bruceT73/status/1369428283838918657,1369428283838918657,"Im pretty sure this is the same reporter that badgered President Trump about referring to covid as the China virus. Remember? The nasal voice with the Karen haircut ""why do you keep calling this the Chinese virus?"" She probably wont be back now that she has questioned The Biden. https://t.co/n6vCD6V1J0",0,False,0,[],[],"[{'url': 'https://t.co/n6vCD6V1J0', 'expanded_url': 'https://twitter.com/DailyCaller/status/1369371607270096901', 'display_url': 'twitter.com/DailyCaller/st…', 'indices': [280, 303]}]",TweetDeck,,,,,,0,,,False,False,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,http://pbs.twimg.com/profile_images/1334588221158731777/7z8nlX6H_normal.jpg,https://pbs.twimg.com/profile_images/1334588221158731777/7z8nlX6H_normal.jpg,False,False
1289831758871949313,cam ✧,kaaeyas,False,#KAEYA: I didn’t know you were such a slut | CARRD BYF,she/her | 16,False,,44,48,2019,2021-03-09 23:15:36,https://twitter.com/kaaeyas/status/1369426674262155279,1369426674262155279,PLS IM NOT LETTING A NON ASIAN TELL ME WHETHER OR NOT I CAN CALL SOMEONE A CHINK,0,False,0,[],[],[],Twitter for iPhone,,,,,,2,,,False,False,,,http://pbs.twimg.com/profile_images/1365578286395363333/za5coUFu_normal.jpg,https://pbs.twimg.com/profile_images/1365578286395363333/za5coUFu_normal.jpg,True,False
1181057185373196289,ace is currently very tired ⁷,skirbykirby_,False,my stomach hurts,,False,,22,7,181,2021-03-09 23:06:31,https://twitter.com/skirbykirby_/status/1369424389532491783,1369424389532491783,"@yukioluvr @KR0WNEDKL0WN I don't see all asians saying Ching Chong all the time, even if you don't know if you can use it or not just don't use it, it's not gatekeeping if you literally can't use it 😭",0,False,0,[],"[{'screen_name': 'yukioluvr', 'name': 'ًMiLEENA ! ★', 'id': 1108488122050990080, 'id_str': '1108488122050990080', 'indices': [0, 10]}, {'screen_name': 'KR0WNEDKL0WN', 'name': '🎪🌟 @ WATCHING HYPNOSIS MIC', 'id': 1349413000210493440, 'id_str': '1349413000210493440', 'indices': [11, 24]}]",[],Twitter for iPad,1368958836153987073,1368958836153987073,1108488122050990080,1108488122050990080,yukioluvr,0,,,False,False,,,http://pbs.twimg.com/profile_images/1363503181196644355/8eFdsxyO_normal.jpg,https://pbs.twimg.com/profile_images/1363503181196644355/8eFdsxyO_normal.jpg,True,False
999765192824238086,Zachary Costa,ZacharyCosta14,False,"I'm 33 ( Autistic Person ) Who Wants #ADateWith 👉 @AlysonStoner 👈 In, NH Please? @l2mofficial @brat  @bader_diedrich","Contoocook, New Hampshire",False,,3565,552,45109,2021-03-09 21:51:20,https://twitter.com/ZacharyCosta14/status/1369405465780707337,1369405465780707337,"ATTENTION, American!!!

Please Lets Stop Calling, #OurAsianFriends #TheVirus Or #ChineseVirus ?

Stop Being Racist &amp; Start Being "" Kind To 1 Another "". ( 100% Crest Goes To @TheEllenShow ).

We, Need To Prove Ourselves &amp; To, The Great Community That #WeRespectTheirAsianCulture",1,False,0,"[{'text': 'OurAsianFriends', 'indices': [50, 66]}, {'text': 'TheVirus', 'indices': [67, 76]}, {'text': 'ChineseVirus', 'indices': [80, 93]}, {'text': 'WeRespectTheirAsianCulture', 'indices': [258, 285]}]","[{'screen_name': 'TheEllenShow', 'name': 'Ellen DeGeneres', 'id': 15846407, 'id_str': '15846407', 'indices': [177, 190]}]",[],Twitter for Android,,,,,,1,,,False,False,,,http://pbs.twimg.com/profile_images/1110974665890152456/yMU5yhD5_normal.jpg,https://pbs.twimg.com/profile_images/1110974665890152456/yMU5yhD5_normal.jpg,True,False
2698323097,debbie moore,m_mouse80,False,"Conservative, U.S. Army Retired.
St. Louis Cardinals and dogs rule!",,False,,119,70,23597,2021-03-09 21:39:26,https://twitter.com/m_mouse80/status/1369402473279021056,1369402473279021056,"Yet #ChinaJoe wants closer ties to that evil empire.
#ChinaVirus 
#chinaliedpeopledied 
#Wuhan https://t.co/GYvD4DlHTd",0,False,0,"[{'text': 'ChinaJoe', 'indices': [4, 13]}, {'text': 'ChinaVirus', 'indices': [53, 64]}, {'text': 'chinaliedpeopledied', 'indices': [66, 86]}, {'text': 'Wuhan', 'indices': [88, 94]}]",[],"[{'url': 'https://t.co/GYvD4DlHTd', 'expanded_url': 'https://twitter.com/mikepompeo/status/1369393765987794962', 'display_url': 'twitter.com/mikepompeo/sta…', 'indices': [95, 118]}]",Twitter for Android,,,,,,0,,,False,False,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/835677537166581760/XGcj3IRf_normal.jpg,https://pbs.twimg.com/profile_images/835677537166581760/XGcj3IRf_normal.jpg,True,False
1369264320006225922,♡︎,kpopstan818,False,i only have twitter,fantasy,False,,0,0,97,2021-03-09 21:18:20,https://twitter.com/kpopstan818/status/1369397161205579779,1369397161205579779,", buy food and make myself a living. im scared to die and everyone is. like what if i die out of sudden? rn, asians are literally being attacked for no reasons. getting call “ching chong” or “ling long” and “coronavirus”. asians are getting st**b on the back FOR NO REASON
+",0,False,0,[],[],[],Twitter for iPad,1369396745432600577,1369396745432600577,1369264320006225922,1369264320006225922,kpopstan818,0,,,False,False,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True
1259868006881955841,Matt,BTCbadaBING,False,Poker - Digital Assets - Stocks - Options - Sports - Udub - Yoga - Sports Cards - Husband,Seatown ,False,,743,948,26498,2021-03-09 20:54:30,https://twitter.com/BTCbadaBING/status/1369391166500769794,1369391166500769794,@BleacherReport But nobody cares about ChinaVirus KungFlu Pocahontas MurderersFromMexico. Funny how the Jewish community only cares when it's about them......,0,False,0,[],"[{'screen_name': 'BleacherReport', 'name': 'Bleacher Report', 'id': 890891, 'id_str': '890891', 'indices': [0, 15]}]",[],Twitter for Android,1369379120208097283,1369379120208097283,890891,890891,BleacherReport,9,,,False,False,,,http://pbs.twimg.com/profile_images/1269768605400350721/1e2kQRj8_normal.jpg,https://pbs.twimg.com/profile_images/1269768605400350721/1e2kQRj8_normal.jpg,True,False
848977102384713728,AK,NewYearssBabe,False,,,True,,285,701,18825,2021-03-09 20:39:55,https://twitter.com/NewYearssBabe/status/1369387496430317579,1369387496430317579,@48n_e_doubleT They don’t. Call a middle eastern a taliban and see what happen. A Mexican a wetback or anything. A Asian a chink or a white a cracker lol,0,False,1,[],"[{'screen_name': '48n_e_doubleT', 'name': 'chris da villian', 'id': 703035768864768000, 'id_str': '703035768864768000', 'indices': [0, 14]}]",[],Twitter for iPhone,1369331477998047232,1369331477998047232,703035768864768000,703035768864768000,48n_e_doubleT,1,,,False,False,,,http://pbs.twimg.com/profile_images/1369483268295323648/Ph6l82p0_normal.jpg,https://pbs.twimg.com/profile_images/1369483268295323648/Ph6l82p0_normal.jpg,True,False
1258126548588167169,V!V€I€,Vivekk303,False,"EverY RelatioN WorkS ON GivE N TakE®️,OvercomE AdversitY Calmly,AnimaL AdmireR.HavE A BiG 💝(Pls-E.OE-Errors,ViewS R PersonaL/UnintentionaL HurT B ExcuseD On 🌍",,False,,54,45,3993,2021-03-09 19:34:59,https://twitter.com/Vivekk303/status/1369371153203085326,1369371153203085326,"@Veronic30295673 🙏 just sharing my love for them throughout Lockdown without a Single penny Help from Govt or Any1,During #ChineseVirus by God's Grace it was not me Could afford to Feed only 1 time in range of 2-3 Km the needy alternatively 2Survive that period 4/7/15/ -30 max 
😃 Encashed my FD",0,False,0,"[{'text': 'ChineseVirus', 'indices': [122, 135]}]","[{'screen_name': 'Veronic30295673', 'name': 'Veronica Gomes', 'id': 1333307851247378433, 'id_str': '1333307851247378433', 'indices': [0, 16]}]",[],Twitter for Android,1369367392590168075,1369367392590168075,1258126548588167169,1258126548588167169,Vivekk303,0,,,False,False,,,http://pbs.twimg.com/profile_images/1369379801979576320/3Y4A4Rgp_normal.jpg,https://pbs.twimg.com/profile_images/1369379801979576320/3Y4A4Rgp_normal.jpg,True,False
1160933812370415617,Patriotic,PatriotIndiaOne,False,A patriotic Indian,,False,,251,25,2044,2021-03-09 19:01:19,https://twitter.com/PatriotIndiaOne/status/1369362680578904066,1369362680578904066,@maoinlaw @peterzh71629761 @globaltimesnews Whinning....hahaha.... everyday @globaltimesnews publish articles on how chines vaccine for Chinese virus is more effective than Indian or any other vaccine and u r preaching to us on whinning...god save China 🤣🤣🤣🤣🤣,0,False,0,[],"[{'screen_name': 'maoinlaw', 'name': 'Organ Harvester', 'id': 1348980417894998016, 'id_str': '1348980417894998016', 'indices': [0, 9]}, {'screen_name': 'peterzh71629761', 'name': 'peter zhang🇨🇦', 'id': 1202682912690171904, 'id_str': '1202682912690171904', 'indices': [10, 26]}, {'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': 49616273, 'id_str': '49616273', 'indices': [27, 43]}, {'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': 49616273, 'id_str': '49616273', 'indices': [76, 92]}]",[],Twitter for Android,1369362106173300739,1369362106173300739,1348980417894998016,1348980417894998016,maoinlaw,0,,,False,False,,,http://pbs.twimg.com/profile_images/1283780413593288707/T7QorYgg_normal.jpg,https://pbs.twimg.com/profile_images/1283780413593288707/T7QorYgg_normal.jpg,True,False
933179678759591936,TIMELESS BLISS888,Bless888Michael,False,,Canada,False,,159,133,1198,2021-03-09 18:59:08,https://twitter.com/Bless888Michael/status/1369362130433105930,1369362130433105930,"@moodyangela @Shamelesslee @richardzussman @marshalederman @charliesmithvcr @RioTheatre Most of the cases are False positives, in other words NO chinese flu.  Read the New york post on the PCR machine. It can not distinguish between the cold, flu or the chinese virus. It is a fraud. OPEN everything up NOW.",0,False,0,[],"[{'screen_name': 'moodyangela', 'name': 'Synthetic Animals', 'id': 119599863, 'id_str': '119599863', 'indices': [0, 12]}, {'screen_name': 'Shamelesslee', 'name': 'Corinne Lea', 'id': 62287784, 'id_str': '62287784', 'indices': [13, 26]}, {'screen_name': 'richardzussman', 'name': 'Richard Zussman', 'id': 19604599, 'id_str': '19604599', 'indices': [27, 42]}, {'screen_name': 'marshalederman', 'name': 'Marsha Lederman', 'id': 26267709, 'id_str': '26267709', 'indices': [43, 58]}, {'screen_name': 'charliesmithvcr', 'name': 'Charlie Smith', 'id': 18559001, 'id_str': '18559001', 'indices': [59, 75]}, {'screen_name': 'RioTheatre', 'name': 'Rio Theatre', 'id': 55996918, 'id_str': '55996918', 'indices': [76, 87]}]",[],Twitter Web App,1369198531584520193,1369198531584520193,119599863,119599863,moodyangela,0,,,False,False,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True
1322553493694091265,pornstarr_6’5papii💯,papiipoundtown,False,Here at you pleasure talk to me nice new to this 6’5 8in 💪🏿💪🏿💪🏿 available for booking all#nyc #brooklyn #harlem #Godlike #entertainer #onyfanzlink,"Brooklyn, NY",False,,37,40,634,2021-03-09 18:56:15,https://twitter.com/papiipoundtown/status/1369361406794022912,1369361406794022912,@QUEEN___chink @MaXxxCorleone Factz if you my bitch that’s my pussy so hair or not I’m digging in 🤤🤤🤤,0,False,2,[],"[{'screen_name': 'QUEEN___chink', 'name': 'Pisces SZN Starts in FEB', 'id': 1269351226329772032, 'id_str': '1269351226329772032', 'indices': [0, 14]}, {'screen_name': 'MaXxxCorleone', 'name': 'MaX♠️', 'id': 1362098451505418240, 'id_str': '1362098451505418240', 'indices': [15, 29]}]",[],Twitter for iPhone,1369354115135008771,1369354115135008771,1269351226329772032,1269351226329772032,QUEEN___chink,0,,,False,False,,,http://pbs.twimg.com/profile_images/1364136794036518912/W6gDFZtp_normal.jpg,https://pbs.twimg.com/profile_images/1364136794036518912/W6gDFZtp_normal.jpg,True,False
796885359061831680,🇺🇸JLR🇺🇸,jason_4_real,False,NOPE,"Texas, USA",False,,240,19,1979,2021-03-09 18:22:39,https://twitter.com/jason_4_real/status/1369352949810540545,1369352949810540545,@MSNBC @kurtbardella Are you talking about the Chinese virus or Kung Flu?!😂,0,False,0,[],"[{'screen_name': 'MSNBC', 'name': 'MSNBC', 'id': 2836421, 'id_str': '2836421', 'indices': [0, 6]}, {'screen_name': 'kurtbardella', 'name': 'Kurt Bardella', 'id': 18208368, 'id_str': '18208368', 'indices': [7, 20]}]",[],Twitter for iPhone,1369351299561570304,1369351299561570304,2836421,2836421,MSNBC,1,,,False,False,,,http://pbs.twimg.com/profile_images/1273264532647968768/dhwrjcLv_normal.jpg,https://pbs.twimg.com/profile_images/1273264532647968768/dhwrjcLv_normal.jpg,True,False
864956852,Ronnie 101,rondonzo101,False,,,True,,4933,1333,5033,2021-03-09 18:13:30,https://twitter.com/rondonzo101/status/1369350646651097088,1369350646651097088,I had two my friends  Call me the other day wishing me a Happy Birthday I said how you doing they said they both had Chinese virus They said it was like having a bad case of the flu And they still have no smell or taste And are still  Coughing And shortness of  Breath that Scary,0,False,2,[],[],[],Twitter for Android,,,,,,1,,,False,False,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1314923907804098560/1w8FwUOm_normal.jpg,https://pbs.twimg.com/profile_images/1314923907804098560/1w8FwUOm_normal.jpg,True,False
1308542063428984835,besno,besno15,False,Say it how it is.,,False,,22,7,46,2021-03-09 18:06:46,https://twitter.com/besno15/status/1369348953561522179,1369348953561522179,"@Iee_knw Oh my feelers, so you’re just pretending to be Buk Lau? Or are you some sort of weegie Chinese hybrid 🤢? Ur ma sells rice cookers and ur das gok wan ya smelly little bint. DONT EVEN GET ME STARTED ON THE CHINESE PEDO GANGS  #thankyouandgoodnight #BOOMBOOM #CHINAVIRUS #OPENUREYES",0,False,3,"[{'text': 'thankyouandgoodnight', 'indices': [233, 254]}, {'text': 'BOOMBOOM', 'indices': [255, 264]}, {'text': 'CHINAVIRUS', 'indices': [265, 276]}, {'text': 'OPENUREYES', 'indices': [277, 288]}]","[{'screen_name': 'Iee_knw', 'name': 'demi', 'id': 1317910340810792963, 'id_str': '1317910340810792963', 'indices': [0, 8]}]",[],Twitter for iPhone,1369333865752518664,1369333865752518664,1317910340810792963,1317910340810792963,Iee_knw,0,,,False,False,,,http://pbs.twimg.com/profile_images/1366403553036816384/QTYxAReN_normal.jpg,https://pbs.twimg.com/profile_images/1366403553036816384/QTYxAReN_normal.jpg,True,False
50590923,Eternal Traveller 🇮🇳,TravelerEternal,False,Eternal learner and traveller..... Views personal and RTs not endorsements....,Lakshmanpuri,False,,3288,547,63787,2021-03-09 17:57:24,https://twitter.com/TravelerEternal/status/1369346597755236352,1369346597755236352,"@itsnaturesworld Am worried 😧 
Hope they are not being auctioned by #ChinaVirus 😡 as pets or worse 😤",0,False,1,"[{'text': 'ChinaVirus', 'indices': [68, 79]}]","[{'screen_name': 'itsnaturesworld', 'name': ""iT'S ALL NATURE'S"", 'id': 1254628879899275264, 'id_str': '1254628879899275264', 'indices': [0, 16]}]",[],Twitter for iPhone,1369337136688730113,1369337136688730113,1254628879899275264,1254628879899275264,itsnaturesworld,1,,,False,False,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1315376674058326016/4rBjPFoP_normal.jpg,https://pbs.twimg.com/profile_images/1315376674058326016/4rBjPFoP_normal.jpg,True,False
